n1	t	n2
venir III	Syn	arriver V.1
dans II.3	Syn	avec I.4
embellie	Anti	tempête I.1
embellie	Anti	tempête I.2
dans I.3	S2	habit I.1a
dans I.3	S2	vêtement I.1
bonace	Anti	tempête I.1
ne pas manger 2	A1	innocent Adj I
ne pas manger 2	Syn	ne pas faire de mal à une mouche
chute II	V0	tomber V I.3a
Cours toujours !	Syn	_N peut toujours courir.
courir toujours	Syn	fuir I.1
si les cochons ne le mangent pas	Syn	sûrement II
ventre à terre	Syn	vite 1
manger V V.2b	Syn	bouffer 1 V.1b
s’évanouir I	Syn	défaillir
s’évanouir I	Syn	tomber dans les pommes
s’évanouir I	Syn	tourner de l’œil
s’évanouir I	S0	évanouissement I
franchement III.2	A0	franc Adj 1 III
franchement III.2	Syn	carrément II
franchement III.2	Syn	beaucoup II
franchement III.2	Syn	nettement II
franchement III.2	Syn	très
franchement III.2	Syn	vraiment II.1
franchement II.1	Syn	honnêtement III
franchement II.1	Syn	sincèrement II.2
franchement II.1	Syn	Dis donc 1
franchement III.1	A0	franc Adj 1 II
franchement III.1	Syn	carrément I
franchement III.1	Syn	fortement I
plage III	Syn	bord I.2
plage III	Syn	côté I.2
plage III	Syn	plateforme I
plage III	Loc	sur I.1
plage I.2b	Syn	ville I.1b
plage II	Syn	baignade
plage II	Syn	bronzette
plage II	V0	plager
plage II	S1	touriste N, masc
plage II	S1	touriste N, fém
plage II	S1	vacancier
plage II	S1	vacancière
plage II	S1	estivant
plage II	S1	estivante
plage II	S1	baigneur
plage II	S1	baigneuse
plage II	S1	bronzeur
plage II	S1	bronzeuse
plage II	Sinstr	parasol
plage II	Sinstr	paillasse II
plage II	Sinstr	tapis de plage
plage II	Sinstr	maillot I.2
plage II	Sinstr	serviette I.1
plage II	Sinstr	bouée I.2
plage II	Sinstr	palmes
plage II	Sinstr	masque II
plage II	Sinstr	tuba
plage II	Gener	activité III
champ de mines I	Real2	repérer II
se nourrir 1	Syn	s’alimenter 1
se nourrir 1	Syn	manger V I.1a
se nourrir 1	Syn	se restaurer
se nourrir 1	Syn	becter
se nourrir 1	Syn	bouffer 1 I.1a
se nourrir 1	Syn	casser la croûte
se nourrir 1	Syn	casser la graine
se nourrir 1	Syn	grailler 2
se nourrir 1	Syn	se sustenter
se nourrir 1	Syn	tortorer
becter	Syn	bouffer 1 I.1a
becter	Syn	casser la croûte
becter	Syn	casser la graine
becter	Syn	grailler 2
becter	Syn	manger V I.1a
becter	Syn	s’alimenter 1
becter	Syn	se nourrir 1
becter	Syn	se restaurer
becter	Syn	se sustenter
becter	Syn	tortorer
champ de mines II	Syn	poudrière II
champ de mines II	Syn	volcan II
grailler 2	Syn	becter
grailler 2	Syn	bouffer 1 I.1a
grailler 2	Syn	casser la croûte
grailler 2	Syn	casser la graine
grailler 2	Syn	manger V I.1a
grailler 2	Syn	s’alimenter 1
grailler 2	Syn	se nourrir 1
grailler 2	Syn	se restaurer
grailler 2	Syn	se sustenter
grailler 2	Syn	tortorer
plage V.2	Syn	période 1
plage V.2	Syn	phase II
plage V.2	Syn	séquence
plage V.2	Syn	session 2
plage V.2	Syn	temps I.2
plage V.2	Syn	tranche
plage V.2	Epit	horaire Adj
plage V.2	Loc	durant 1
plage V.2	Loc	pendant Prép 1
plage IV	Syn	espace N, masc I.2a
plage IV	Syn	zone I.2a
plage IV	Loc	sur I.1
plage VI.2	Syn	étendue
plage VI.2	Syn	éventail II
plage VI.2	Syn	fourchette II
plage VI.2	Syn	marge
plage VI.2	Loc	sur I.1
orchestre II.1	Loc	à I.2
orchestre II.1	Loc	dans I.2
correction I	A1	correct 1
casser la croûte	Syn	becter
casser la croûte	Syn	bouffer 1 I.1a
casser la croûte	Syn	grailler 2
casser la croûte	Syn	manger V I.1a
casser la croûte	Syn	s’alimenter 1
casser la croûte	Syn	se nourrir 1
casser la croûte	Syn	se restaurer
casser la croûte	Syn	se sustenter
casser la croûte	Syn	tortorer
casser la croûte	AntiMagn	petit Adj III.2
casser la croûte	Syn	casser la graine
casser la croûte	S2	casse-croûte 1
correct 2	Adv0	correctement 2
correct 2	Syn	comme il faut I.1
correct 2	Syn	convenable I.b
correct 2	Syn	honnête II.a
aimer bien	Syn	affectionner II
aimer bien	Syn	apprécier II
casser la graine	Syn	becter
casser la graine	Syn	bouffer 1 I.1a
casser la graine	Syn	grailler 2
casser la graine	Syn	manger V I.1a
casser la graine	Syn	s’alimenter 1
casser la graine	Syn	se nourrir 1
casser la graine	Syn	se restaurer
casser la graine	Syn	se sustenter
casser la graine	Syn	tortorer
casser la graine	AntiMagn	petit Adj III.2
casser la graine	Syn	casser la croûte
jeûner	Anti	manger V I.1a
jeûner	Anti	bouffer 1 I.1a
gober I	Syn	manger V I.1a
ingérer	Syn	manger V I.1a
ingérer	Syn	boire V I.1
malencontreusement	Syn	mal Adv II
plus _V que la musique	S1	vite 1
plus _V que la musique	S1	vite 2a
plus _V que la musique	Syn	trop 2
comme il faut I.2	Syn	convenable I.b
bien Adj II.b	Syn	comme il faut I.2
bien Adj II.b	Syn	convenable I.b
respectable	Syn	bien Adj II.a
gober II	Syn	croire 1a
en vitesse	Syn	rapidement I
en vitesse	Syn	au pas de course
avec un lance-pierre	Syn	rapidement I
goulûment	Syn	avidement
bulbe II	Mult	cheveu I.1
touffe	S1	herbe I.2
touffe	S1	cheveu I.1
touffe	Syn	brosse II.2
éléments de langage 2b	Syn	discours 2
éléments de langage 2b	Syn	argumentaire
éléments de langage 2b	S1	communicant 2
éléments de langage 2b	S2	politicien N
éléments de langage 2b	S2	politicienne
locuteur	Syn	locutrice
locutrice	Syn	locuteur
petite phrase	Syn	élément de langage 2a
s’appuyer II	Syn	s’adosser II
s’appuyer II	Syn	compter IV.1
faire usage 1	Syn	utiliser I.1
faire usage 1	Syn	se servir I
faire usage 1	Conv-ij	servir II.1
faire usage 2	Conv-ij	servir II.2
reprendre III	Syn	repéter I
argumentaire	Syn	éléments de langage 2b
se coucher III.2	Anti	se lever IV.1a
copieusement	Syn	beaucoup II
se coucher I.2	Syn	s’appuyer I
de bon appétit	Syn	beaucoup II
de bon appétit	Syn	à belles dents I
de bon appétit	Syn	de bon cœur
nettoyé I.1	A1	propre Adj 1 I.1
pièce V.2a	Syn	morceau III.2
pièce II.2	Epit	monnaie I
pièce II.2	AntiMagn	piécette
se coucher III.1a	Conv-ij	coucher V IV.2
se coucher III.1a	Conv-ij	coucher V IV.3
se coucher III.1a	Syn	basculer I
se coucher III.1b	Conv-ij	coucher V IV.2
se coucher III.1b	Conv-ij	coucher V IV.3
se coucher III.1b	Syn	s’aplatir I.3
de bon cœur	Syn	à belles dents I
de bon cœur	Syn	de bon appétit
nettoyé I.2	Syn	entretenu
comme quatre	Syn	beaucoup II
comme quatre	Syn	comme un ogre
comme un ogre	Syn	beaucoup II
comme un ogre	Syn	comme quatre
à se faire péter la panse	Syn	à se faire péter la sous-ventrière
picorer I	Syn	grignoter I.1
picorer I	Syn	mangeotter 1
mangeotter 1	Syn	grignoter I.1
mangeotter 1	Syn	picorer I
coucher V IV.2	Syn	causer 1 a
coucher V IV.2	Conv-ij	se coucher III.1a
coucher V IV.2	Conv-ij	se coucher III.1b
coucher V IV.3	Syn	causer 1 b
coucher V IV.3	Conv-ij	se coucher III.1a
coucher V IV.3	Conv-ij	se coucher III.1b
musique de chambre	Gener	musique I.1a
grignoter I.2	Syn	mangeotter 2
grignoter I.2	Syn	picorer II
coucher V I.2	Syn	héberger I
Ceci dit	Syn	maintenant II
Ceci dit	Syn	après Prép IV
coucher N II	Contr	lever N II
picorer II	Syn	chipoter I
picorer II	Syn	grignoter I.2
picorer II	Syn	mangeotter 2
alors III	Syn	ben 1 IV
alors III	Syn	Eh bien
dans le fond	Syn	au fait
dans l’ensemble	Syn	globalement
comme un oiseau	Syn	peu II
dans les [Y]	Syn	approximativement
mangeaille	Syn	boustifaille
avec excès	Syn	plus que de raison
avec excès	Syn	trop 2
avec excès	Contr	sans excès
sur le pouce	Syn	rapidement I
savourer I	Syn	déguster I
rarement	Anti	souvent
rarement	Anti	jamais a
rarement	Anti	toujours I.1
rarement	S0	rareté I
à sa faim	Syn	à satiété
à satiété	Syn	à sa faim
tourmente I	Syn	tempête I.1
bourrasque	Syn	tempête I.2
hurler III	S0	hurlement IV
houle	Syn	vague N, fém I
gronder IV	Syn	sourdre II
à un cheveu près	Syn	presque
comme un cheveu sur la soupe	Syn	mal à propos
comme un cheveu sur la soupe	Syn	comme un chien dans un jeu de quilles
cheveux d’ange II	Syn	pâtes I.2
cheveux d’ange II	Syn	vermicelle
couper les cheveux en quatre	S0	coupage de cheveux en quatre
couper les cheveux en quatre	S1	coupeur de cheveux en quatre
couper les cheveux en quatre	S1	coupeuse de cheveux en quatre
couper les cheveux en quatre	Syn	chipoter II.2
couper les cheveux en quatre	Syn	enculer les mouches
couper les cheveux en quatre	Qual1	exigeant
coupage de cheveux en quatre	V0	couper les cheveux en quatre
coupage de cheveux en quatre	S1	coupeur de cheveux en quatre
coupage de cheveux en quatre	S1	coupeuse de cheveux en quatre
coupage de cheveux en quatre	Syn	chipotage II.2
coupage de cheveux en quatre	Syn	enculage de mouches
coupeur de cheveux en quatre	Syn	coupeuse de cheveux en quatre
coupeur de cheveux en quatre	Syn	chipoteur N II.2
coupeur de cheveux en quatre	Syn	enculeur de mouches
coupeuse de cheveux en quatre	Syn	coupeur de cheveux en quatre
coupeuse de cheveux en quatre	Syn	chipoteuse II.2
coupeuse de cheveux en quatre	Syn	enculeuse de mouche
serré III	Syn	dense 2
trombe II	S1	eau I.a
marqué II	Syn	flagrant
marqué II	Syn	sensible I.3a
bout III	Syn	morceau II
boulotter	Syn	manger V I.1a
résister II	Syn	refuser I.1
résister II	Syn	tenir VI.1a
résister II	Syn	serrer les dents II
trouble N II	Syn	orage II
trouble N II	Syn	coup de tonnerre
difficulté II	Syn	obstacle II
tempêter	Syn	vociférer
s’alimenter 1	Syn	becter
s’alimenter 1	Syn	bouffer 1 I.1a
s’alimenter 1	Syn	casser la croûte
s’alimenter 1	Syn	casser la graine
s’alimenter 1	Syn	grailler 2
s’alimenter 1	Syn	manger V I.1a
s’alimenter 1	Syn	se nourrir 1
s’alimenter 1	Syn	se restaurer
s’alimenter 1	Syn	se sustenter
s’alimenter 1	Syn	tortorer
se restaurer	Syn	manger V I.1a
se restaurer	Syn	s’alimenter 1
se restaurer	Syn	se nourrir 1
se restaurer	Syn	se sustenter
se restaurer	Syn	tortorer
se restaurer	Syn	becter
se restaurer	Syn	bouffer 1 I.1a
se restaurer	Syn	casser la croûte
se restaurer	Syn	casser la graine
se restaurer	Syn	grailler 2
à I.2	Syn	sur II.2
courir I.3	Syn	poursuivre I.1
courir I.3	Syn	courser
courir I.3	Result1	rattraper
courir I.3	S0	course poursuite
courir VI	S2	danger I
courir VI	S2	risque
courir VI	S2	péril I
courir VI	Syn	s’exposer
courir IV.3	Syn	aspirer 2
courir IV.3	Syn	rechercher III
se sustenter	Syn	manger V I.1a
se sustenter	Syn	s’alimenter 1
se sustenter	Syn	se nourrir 1
se sustenter	Syn	se restaurer
se sustenter	Syn	tortorer
se sustenter	Syn	becter
se sustenter	Syn	bouffer 1 I.1a
se sustenter	Syn	casser la croûte
se sustenter	Syn	casser la graine
se sustenter	Syn	grailler 2
se goinfrer	Syn	bâfrer
se goinfrer	Syn	s’empiffrer
se goinfrer	Syn	manger V I.1a
glaçon II	A1	froid Adj II
bouffer 1 I.1b	Syn	manger V I.1c
bouffer 1 I.1b	Syn	s’alimenter 2
bouffer 1 I.1b	Syn	se nourrir 2
bouffer 1 I.1b	Syn	becter
bouffer 1 I.1b	Syn	casser la croûte
bouffer 1 I.1b	Syn	casser la graine
bouffer 1 I.1b	Syn	grailler 2
bouffer 1 I.1b	Syn	se sustenter
bouffer 1 I.1b	Syn	tortorer
bouffer 1 I.1b	Ver	modérément
bouffer 1 I.1b	Ver	lentement
bouffer 1 I.1b	Ver	bien Adv 1
bouffer 1 I.1b	Ver	équilibré
bouffer 1 I.1b	Ver	sainement
bouffer 1 I.1b	AntiVer	mal Adv I.2
bouffer 1 I.1b	AntiVer	gras Adv
bouffer 1 I.1b	Magn	comme un cochon II
bouffer 1 I.1b	S1	bouffeur I
bouffer 1 I.1b	S1	bouffeuse I
s’alimenter 2	Syn	manger V I.1c
s’alimenter 2	Syn	bouffer 1 I.1b
s’alimenter 2	Syn	se nourrir 2
reprendre II	Syn	prendre IV.2
se nourrir 2	Syn	manger V I.1c
se nourrir 2	Syn	bouffer 1 I.1b
se nourrir 2	Syn	s’alimenter 2
courir le guilledou	Syn	courir la gueuse
courir le guilledou	Syn	draguer II
courir le guilledou	Syn	faire le joli cœur
courir le guilledou	Syn	faire du gringue
courir le guilledou	Syn	conter fleurette
sainement	A0	sain III
sainement	Syn	sain Adv
teint	Syn	couleur I.2
pigmentation	Syn	couleur I.2
carnation	Syn	couleur I.2
à ses risques et périls	Syn	en connaissance de cause
à ses risques et périls	Syn	consciemment
avidement	Syn	goulûment
boustifaille	Syn	bouffe 1
boustifaille	Syn	bouffetance
sprinter V	Syn	courir I.1a
sprinter V	S0	sprint I.1
sprinter N	Syn	coureur N I
sprinter N	Syn	sprinteuse
sprinter N	Gener	athlète N, masc
courser	Syn	courir I.3
courser	Syn	poursuivre I.1
accourir I	Syn	courir I.1a
tortorer	Syn	se sustenter
tortorer	Syn	se restaurer
tortorer	Syn	manger V I.1a
tortorer	Syn	s’alimenter 1
tortorer	Syn	se nourrir 1
tortorer	Syn	becter
tortorer	Syn	bouffer 1 I.1a
tortorer	Syn	casser la croûte
tortorer	Syn	casser la graine
tortorer	Syn	grailler 2
s’empiffrer	Syn	manger V I.1a
s’empiffrer	Syn	bâfrer
s’empiffrer	Syn	se goinfrer
zéphyr	Gener	vent I.1
bâfrer	Syn	manger V I.1a
bâfrer	Syn	se goinfrer
bâfrer	Syn	s’empiffrer
bouffer 1 I.2	Syn	manger V I.2
bouffer 1 I.2	Syn	détériorer
haleine 2	Syn	souffle I
grignoter II	Syn	bouffer 1 III.1
tomber V V.1c	Syn	finir I.1
tomber V V.1c	Syn	s’arrêter II.b
tomber V V.1c	Anti	se lever IV.1a
tomber V V.1c	Anti	tomber V V.1b
tomber V V.1c	S0	tombée II.b
guyot	Syn	volcan I
détériorer	Syn	abîmer I
détériorer	Syn	manger V I.2
détériorer	Syn	bouffer 1 I.2
contrôleur 2	Syn	contrôleuse 2
contrôleuse 1	Syn	contrôleur 1
bouffer 1 I.3	Syn	manger V I.4a
bouffer 1 I.3	Syn	se bouffer II
bouffer 1 I.3	Syn	mordiller I
chef de bord N, masc	Syn	chef de bord N, fém
mordiller I	Syn	manger V I.4a
mordiller I	Syn	bouffer 1 I.3
bruit II	Syn	rumeur I.1
bruit II	Func2	courir VII.2
bruit II	Func2	circuler IV
bruit II	Func2	se propager II
bruit II	Func2	se répandre II
couru I	Syn	recherché
courir la gueuse	Syn	draguer II
courir la gueuse	Syn	courir le guilledou
bouffer 1 II.1	Syn	manger V I.4b
bouffer 1 II.1	Syn	lécher II
bouffer 1 II.1	Syn	mordiller II
bouffer 1 II.1	S1	bouffeur II
bouffer 1 II.1	S1	bouffeuse II
nettoyeur N I.4	Syn	nettoyeuse I.4
lécher II	Syn	manger V I.4b
lécher II	Syn	bouffer 1 II.1
lécher II	Syn	mordiller II
mordiller II	Syn	lécher II
mordiller II	Syn	manger V I.4b
mordiller II	Syn	bouffer 1 II.1
bouffer 1 II.3	Syn	avaler II
bouffer 1 II.3	Syn	manger V II.1
bouffer 1 II.2	Syn	manger V I.3
bouffer 1 II.2	Syn	attaquer II
bouffer 1 III.1	Syn	manger V III
bouffer 1 III.1	Syn	se bouffer III
bouffer 1 III.1	Syn	détruire II
bouffer 1 III.1	Syn	attaquer III
bouffer 1 III.1	Syn	éroder
bouffer 1 III.1	Syn	grignoter II
bouffer 1 III.1	Syn	ronger II
bouffer 1 III.1	Syn	creuser I.2
bancal I	Syn	branlant
branlant	Syn	bancal I
courir IV.4	Syn	courtiser
courir IV.4	Syn	draguer II
courir IV.4	Syn	flirter
courir IV.4	Syn	conter fleurette
courir IV.4	S1	coureur N III.2
courir IV.4	S1	coureuse III.2
courir IV.4	Syn	courir les filles
courir IV.4	A0	coureur Adj 1
courir IV.4	A1	coureur Adj 2
s’amonceler	S0	amoncellement
s’amonceler	Syn	s’accumuler
s’amonceler	Syn	s’amasser
s’amonceler	Syn	s’entasser I
s’amasser	Syn	s’accumuler
s’amasser	Syn	s’amonceler
s’amasser	Syn	s’entasser I
au bord II	Syn	pas loin II
rechercher II	Syn	courir IV.2
rechercher III	Syn	courir IV.3
courir la poste	Syn	se dépêcher II
courir la poste	Syn	courir IV.1
courir la poste	Syn	faire vite
courir la poste	Syn	se grouiller les fesses
s’immobiliser	Syn	s’arrêter I.1
prétendu	Syn	faux Adj III
s’activer	Syn	bouger II
s’activer	Anti	ne pas lever le petit doigt
notable	Syn	important 2
draguer II	Syn	conter fleurette
draguer II	Syn	faire du gringue
draguer II	Syn	faire le joli cœur
draguer II	Syn	courir le guilledou
draguer II	Syn	faire le siège II
courtiser	Syn	courir IV.4
table basse	Gener	meuble N I.1a
table basse	Gener	pièce d’ameublement
aspirer 2	Syn	ambitionner
aspirer 2	Syn	se piquer II
conter fleurette	Syn	draguer II
conter fleurette	Syn	faire du gringue
conter fleurette	Syn	faire le joli cœur
conter fleurette	Syn	courir le guilledou
courir V.2	Syn	réagir II.1
s’en falloir	Syn	manquer VI.
mémoriser	Syn	apprendre I.3a
teindre b	S3	coloration I.1
teinture III.2	Syn	coloration III
teinture III.2	Syn	couleur II.2c
coloration I.2	Syn	couleur II.2b
coloration I.2	Syn	teinture I.2
noir et blanc	Anti	couleur I.4a
passionnée I	A1	passionné Adj 1b
passionnée I	Syn	passionné N I
nettoyeuse I.4	Syn	nettoyeur N I.4
retenir II	Syn	réserver I.2
retenir II	Syn	arrêter IV.2
colorer II.2	Anti	décolorer II
colorant N	Syn	couleur II.1
enfler II	Syn	grossir III
se lever I.b	Contr	se coucher I.1b
se lever I.b	Contr	s’allonger 2 I.b
se lever I.b	A1	debout I.b
se lever I.b	Syn	s’asseoir I.b
à décorner les bœufs	Syn	à décorner les cocus
à décorner les bœufs	S1	vent I.1
à décorner les cocus	Syn	à décorner les bœufs
à décorner les cocus	S1	vent I.1
faire courir	Syn	stimuler
chanson II	Syn	musique III
chanson II	Syn	refrain II
chanson II	Syn	rengaine I
refrain I	S2	chanson I
refrain II	Syn	chanson II
refrain II	Syn	musique III
refrain II	Syn	rengaine I
Il ne marche pas, il court.	Syn	réagir II.1
Il ne marche pas, il court.	Syn	courir V.2
rengaine II	Syn	chanson I
rengaine I	Syn	chanson III
rengaine I	Syn	musique III
rengaine I	Syn	refrain II
courir IV.2	Syn	rechercher II
auberge	Syn	hôtel I
ne tenir qu’à un cheveu	A1	fragile II
air 3 1	Syn	morceau III.2
air 3 2	Syn	musique I.1b
chasser III	Syn	dissiper I
buzz	Func2	courir VII.2
laisser courir	Syn	laisser tomber
pupitre	Syn	table I.1a
pupitre	Gener	meuble N I.1a
pupitre	Gener	pièce d’ameublement
nettoyeuse II	Syn	nettoyeur N III
table d’honneur	Syn	table I.1b
accourir II	Syn	arriver I.1
accourir II	Syn	venir I.a
allonger 1 I.3	Syn	agrandir III
allonger 1 I.3	Syn	grossir IV
allonger 1 I.3	Syn	rallonger IV
allonger 1 I.3	Anti	diminuer II.1
allonger 1 I.3	Anti	réduire II.1
allonger 1 I.3	Magn	considérablement
pied III.1	Syn	patte III
allonger 1 II.2b	Syn	prolonger
allonger 1 II.2b	Syn	rallonger II.2
allonger 1 II.2b	Anti	abréger
allonger 1 II.2b	Anti	écourter
allonger 1 II.2b	Anti	raccourcir III.b
allonger 1 II.2b	Anti	réduire II.2
allonger 1 II.2b	S0	allongement 1 II
table de jeu	Gener	meuble N I.1a
table de jeu	Gener	pièce d’ameublement
avaler II	Syn	bouffer 1 II.3
avaler II	Syn	manger V II.1
couleur II.2b	Syn	coloration I.2
couleur II.2b	Syn	teinture I.2
couleur II.2b	S1	coiffeur I
couleur II.2b	S1	coiffeuse 1
couleur II.2b	S1	coloriste N, fém
couleur II.2b	S1	coloriste N, masc
couleur II.2b	Oper1	faire III.1b
couleur II.2b	Oper2	faire II.2
couleur II.2b	Oper2	se faire II.2
attaquer II	Syn	manger V I.3
attaquer II	Syn	piquer II
course poursuite	V0	courir I.3
monter V.2	Syn	organiser 1
attaquer III	Syn	éroder
attaquer III	Syn	ronger II
attaquer III	Syn	manger V III
grève 1	Syn	plage I.1a
ronger II	Syn	éroder
ronger II	Syn	attaquer III
ronger II	Syn	manger V III
éroder	Syn	ronger II
éroder	Syn	attaquer III
éroder	Syn	manger V III
touffu	Syn	abondant I.1
ville I.1b	Syn	plage I.2b
crinière I	Sing	crin
crinière II	Syn	chevelure
crinière II	Syn	cheveux I.2a
crinière II	Sing	cheveu I.1
station balnéaire	Syn	villégiature
station balnéaire	Syn	plage I.2a
spectatrice II	Syn	spectateur II
toison II.1	Sing	cheveu I.1
baignade	S1	baigneur
baignade	S1	baigneuse
baignade	S1	nageur a
baignade	S1	nageuse a
session 2	Syn	morceau III.2
course 1 IV.1a	Oper1	faire II.1
course 1 IV.1a	Oper1	participer
course 1 IV.1a	Oper1	commencer III.2a
course 1 IV.1a	Oper1	s’engager II.1
course 1 IV.1a	Oper1	se lancer
course 1 IV.1a	Oper1	abandonner I.1
course 1 IV.1a	Oper1	se retirer I.2
course 1 IV.1a	Func0	commencer I.1
course 1 IV.1a	Func0	s’engager II.2
course 1 IV.1a	Real1	gagner II.2
course 1 IV.1a	Labreal12	devancer II.1
course 1 IV.1a	Labreal12	battre 1 IV.2
piste IV	S1	disque II
plage I.2a	Syn	station balnéaire
plage I.2a	Syn	villégiature
plage I.2a	S1	vacancier
plage I.2a	S1	vacancière
plage I.2a	S1	estivant
plage I.2a	S1	estivante
plage V.1	Syn	morceau III.2
plage V.1	Syn	piste IV
plage V.1	S1	album
plage V.1	S1	CD
plage V.1	S1	disque II
plage V.1	S1	disquette
plage V.1	Real1	écouter I
plage V.1	Func0	enregistrer II
plage V.1	Fact0	se dérouler I
plage V.1	Fact0	jouer II.2
plage V.1	Loc	sur I.1
plage V.1	S2	enregistrement II.2
bouffer 1 VI.2	Syn	s’approprier II
remporter II	Syn	manger V V.2a
bouffer 1 V.1b	Syn	manger V V.2b
bouffer 1 V.3	Syn	manger V VI.2a
bouffer 1 V.3	Syn	avaler III
bouffer 1 V.3	Anti	restituer II
restituer I	Syn	rendre I
cantatrice	Syn	chanteuse
bouffer 1 VI.1	Syn	manger V VII
bouffer 1 VI.1	Syn	avaler IV
bouffer 1 VI.1	Anti	articuler 2 b
avaler IV	Syn	manger V VII
avaler IV	Syn	bouffer 1 VI.1
articuler 2 b	Syn	articuler 2 a
bouffer 1 VI.3	Syn	se bouffer V
bouffer 1 VI.3	Syn	se manger III.a
bouffer 1 VI.3	Syn	manger V VI.1b
bouffer 1 VI.3	Syn	empiéter I
empiéter I	Syn	manger V VI.1b
